,cip5_S1,cip5_S2,cip5_S3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax avenae,3,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax ebreus,3,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax sp. JS42,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Verminephrobacter|Verminephrobacter eiseniae,7,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga sp. RAC07,3,1,17
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga sp. PBL-H3,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|Rhodoferax koreense,3,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Polaromonas,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia,1,4,15
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|Delftia tsuruhatensis,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Limnohabitans|Limnohabitans sp. 103DPR2,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ottowia|Ottowia oryzae,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Candidatus Symbiobacter|Candidatus Symbiobacter mobilis,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae,10,7,96
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia,6,8,18
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia multivorans,1580,2,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pyrrocinia,27,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cenocepacia,2,3,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. MSMB0856,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia,1,3,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia territorii,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia lata,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia ambifaria,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia ubonensis,1,3,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia stabilis,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia vietnamiensis,1,129,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia gladioli,11,6,8
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei,4,4,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia oklahomensis,4,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia thailandensis,2,3,7
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. CCGE1003,5,5,75
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. Bp7605,5,0,13
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia insecticola,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ephemeroptericola|Ephemeroptericola cinctiostellae,20,7,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus,1,4,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus metallidurans,7,4,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus taiwanensis,4,1,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus pauculus,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus campinensis,1,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus nantongensis,1,6,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter necessarius,10,3,176
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter duraquae,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter wuianus,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia,1,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia mannitolilytica,8,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia insidiosa,2,2,20
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia solanacearum,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sp. Msb3,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sp. 7Q-K02,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia caribensis,3,6,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia megapolitana,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia caffeinilytica,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sprentiae,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia hospita,1,5,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Mycetohabitans|Paraburkholderia rhizoxinica,9,22,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea pnomenusa,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea vervacti,2,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea norimbergensis,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea oxalativorans,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella,4,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella hinzii,5,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella avium,1,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella petrii,1,8,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella genomosp. 6,1,3,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Pusillimonas|Pusillimonas sp. ye3,9,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Pusillimonas|Pusillimonas sp. T7-7,1,1,15
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter,1,3,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter xylosoxidans,3,7,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter denitrificans,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter sp. MFA1 R4,1,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Alcaligenes|Alcaligenes faecalis,2,12,6
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Alcaligenes|Alcaligenes aquatilis,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Kerstersia|Kerstersia gyiorum,3,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Taylorella|Taylorella equigenitalis,1,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Pigmentiphaga|Pigmentiphaga aceris,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Advenella|Advenella mimigardefordensis,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae,3,4,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia sp. NR 4-1,5,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia putida,3,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia albidiflava,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia plicata,1,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia umbonata,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia oculi,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium|Janthinobacterium sp. 1_2014MBL_MicDiv,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium|Janthinobacterium sp. Marseille,1,2,10
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum|Herbaspirillum huttiense,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Collimonas|Collimonas pratensis,2,3,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter|Oxalobacter formigenes,1,310,12
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herminiimonas|Herminiimonas arsenicoxydans,1,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|Thiomonas|Thiomonas arsenitoxydans,5,0,5
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|Thiomonas,1,2,5
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|Aquabacterium|Aquabacterium olei,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|Paucibacter|Paucibacter sp. KCTC 42545,1,1,13
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|NA|Burkholderiales bacterium GJ-E10,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales,1,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Candidatus Methylopumilus|Candidatus Methylopumilus universalis,67,22,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylophilus|Methylophilus medardicus,49,13,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylobacillus|Methylobacillus flagellatus,1,4,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae|Sulfuriferula|Sulfuriferula sp. AH1,47,5,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae|Sulfuriferula|Sulfuriferula plumbiphila,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae|Gallionella|Gallionella capsiferriformans,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas europaea,30,1,6
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas communis,4,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas eutropha,2,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas sp. Is79A3,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Sterolibacteriaceae|Sterolibacterium|Sterolibacterium denitrificans,2,3,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Profftella|Candidatus Profftella armatura,48,24,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium galatii,24,4,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium crithidii,15,3,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium sorsogonicusi,7,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium desouzaii,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|NA|Betaproteobacteria bacterium GR16-43,10,3,20
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|NA|beta proteobacterium CB,9,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Accumulibacter|Candidatus Accumulibacter phosphatis,2,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales,37,35,32
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria animaloris,8,1,16
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria subflava,7,0,17
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria gonorrhoeae,3,3,4
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria lactamica,3,3,48
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria chenwenguii,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria polysaccharea,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria zoodegmatis,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Vitreoscilla|Vitreoscilla sp. C1,5,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Simonsiella|Simonsiella muelleri,3,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA|Neisseriaceae bacterium DSM 100970,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium|Chromobacterium vaccinii,9,5,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium|Chromobacterium violaceum,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium|Chromobacterium sp. IIBBL 274-1,1,5,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Laribacter|Laribacter hongkongensis,3,4,4
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Aquitalea|Aquitalea sp. THG-DN7.12,1,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Aquitalea|Aquitalea sp. USM4,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Vogesella|Vogesella sp. LIG4,1,7,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Azoarcus|Azoarcus sp. DN11,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Azoarcus|Azoarcus sp. SY39,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Thauera|Thauera hydrothermalis,4,8,42
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Azonexaceae|Dechloromonas|Dechloromonas sp. HYN0024,5,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Azospira,1,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Aromatoleum|Aromatoleum aromaticum,1,6,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria,73,30,65
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales,8,12,182
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae,29,35,139
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium|Agrobacterium tumefaciens,14,0,32
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium|Agrobacterium fabrum,3,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium|Agrobacterium vitis,10,4,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium|Agrobacterium rhizogenes,3,2,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium,1,1,26
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. S41,8,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. WL3,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. 11515TR,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium tropici,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium leguminosarum,1,5,26
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Sinorhizobium,2,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Sinorhizobium|Sinorhizobium meliloti,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Sinorhizobium|Sinorhizobium fredii,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Liberibacter|Candidatus Liberibacter asiaticus,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,28,94,364
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. Pch-S,19,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. 8,2,1,11
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,2,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium huakuii,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Roseitalea|Roseitalea porphyridii,2,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Aminobacter|Aminobacter sp. MSH1,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bartonellaceae|Bartonella,36,8,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bartonellaceae|Bartonella|Bartonella bovis,10,4,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bartonellaceae|Bartonella|Bartonella apis,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Maritalea|Maritalea myrionectae,14,2,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Devosia sp. I507,2,3,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Filomicrobium|Candidatus Filomicrobium marinum,2,1,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium sp. MC1,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Rhodomicrobium|Rhodomicrobium vannielii,1,4,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium,2,2,4
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium amphicarpaeae,3,4,14
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp.,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium japonicum,1,4,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Oligotropha|Oligotropha carboxidovorans,2,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Afipia|Afipia sp. GAS231,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Rhodopseudomonas|Rhodopseudomonas palustris,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Variibacter|Variibacter gotjawalensis,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylorubrum|Methylorubrum populi,3,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylorubrum|Methylorubrum extorquens,2,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium,3,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium sp. 17Sr1-43,1,1,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirga|Microvirga sp. HR1,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|NA|Candidatus Hodgkinia|Candidatus Hodgkinia cicadicola,6,3,5
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|NA|NA|Rhizobiales bacterium PAMC 29148,1,2,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Cohaesibacteraceae|Cohaesibacter|Cohaesibacter sp. ES.047,6,5,9
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylocystaceae|Methylocystis|Methylocystis rosea,2,4,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylocystaceae|Methylocystis|Methylocystis heyeri,2,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Ochrobactrum|Ochrobactrum pseudogrignonense,3,2,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Ochrobactrum|Ochrobactrum anthropi,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Aurantimonadaceae|Martelella|Martelella endophytica,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Aurantimonadaceae|Martelella|Martelella sp. AD-3,1,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae|NA|Beijerinckiaceae bacterium RH AL1,2,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Pseudolabrys|Pseudolabrys taiwanensis,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae,3,2,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Commensalibacter|Commensalibacter sp. AMU001,24,9,15
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acetobacter|Acetobacter orientalis,20,7,0
